# 동사 활용형 보정 사전
# 잘못된 Viterbi 경로를 수정하기 위한 낮은 비용 엔트리
# 형식: 표면형,품사,비용,읽기
#
# 주요 문제: "가는"이 "가늘다+ㄴ"으로 분석되는 문제
# 해결: "가다+는" 형태를 낮은 비용으로 추가

# === 피동사/사동사 기본형 (VV+VX+EF) ===
# "보이다"가 "보이/NNG 다/EF"로 분석되는 문제 해결
# === NNG (일반명사) - 신조어만 ===
# 신조어/줄임말 (표준 사전에 없는 것만)
꿀잼,NNG,-30000,꿀잼
존맛,NNG,-30000,존맛
레게노,NNG,-30000,레게노

# === MAG (부사) - 의성/의태어 ===
# 의성어 (소리 흉내)
부릉부릉,MAG,-30000,부릉부릉
칙칙폭폭,MAG,-30000,칙칙폭폭
# 의태어 (모양 흉내)
반짝반짝,MAG,-30000,반짝반짝
빙글빙글,MAG,-30000,빙글빙글
데굴데굴,MAG,-30000,데굴데굴
폴짝폴짝,MAG,-30000,폴짝폴짝
# 일반 부사
열심히,MAG,-30000,열심히
벌써,MAG,-30000,벌써
막상,MAG,-30000,막상
면밀히,MAG,-30000,면밀히

# === NP (대명사) ===
# 의문대명사
어느,NP,-30000,어느

# === NNG (일반명사) - 오분석 방지 ===
# 시간 관련
올해,NNG,-30000,올해
내년,NNG,-30000,내년
작년,NNG,-30000,작년
내일,NNG,-30000,내일
오늘,NNG,-30000,오늘
어제,NNG,-30000,어제
# 일반 명사
산책,NNG,-30000,산책
준비,NNG,-30000,준비
수도,NNG,-30000,수도

# === VV+EC/EP 활용형 오분석 방지 ===
# "자다"의 활용형이 "잣다"로 오분석되는 문제 해결
자야겠다,VV+EC+EP+EF,-30000,자야겠다

# === 주격조사 JKS 패턴 ===
# "NNG+가" 패턴에서 "가"를 JKS로 인식
회의가,NNG+JKS,-30000,회의가
결과가,NNG+JKS,-30000,결과가
농도가,NNG+JKS,-30000,농도가
정확도가,NNG+JKS,-30000,정확도가
기온이,NNG+JKS,-30000,기온이
마련이,NNG+JKS,-30000,마련이
